student_id,subject,assessment_period,month,score,score_out_of,percentile,grade_equivalent,assessor
STU0094,Reading,Pre,Sep 2023,41.0,,60.6,,
STU0094,SEL,Mid,Nov 2023,52.0,100.0,52.0,,
STU0095,Math,Pre,Sep 2023,74.0,100.0,86.5,,
STU0095,Math,Post,Jan 2024,64.0,,65.2,,Thomas Johnson
STU0095,Reading,Pre,Sep 2023,47.0,100.0,74.9,6.1,Jessica Wise
STU0095,Reading,Post,Jan 2024,,,87.7,6.1,
STU0095,SEL,Mid,Nov 2023,53.0,100.0,,7.3,Jeffrey Graham
STU0096,Math,Pre,Sep 2023,53.0,,,6.1,Andrew Patterson
STU0096,Math,Post,Jan 2024,62.0,,,,
STU0096,Reading,Pre,Sep 2023,40.0,,67.9,7.3,
STU0096,Reading,Post,Jan 2024,68.0,100.0,88.6,,
STU0096,SEL,Mid,Nov 2023,67.0,100.0,,,
STU0097,Math,Pre,Sep 2023,55.0,,,,
STU0097,Math,Post,Jan 2024,68.0,100.0,80.8,,Terri Garcia
STU0097,Reading,Pre,Sep 2023,46.0,,66.0,7.3,
STU0097,Reading,Post,Jan 2024,51.0,100.0,49.2,,
STU0097,SEL,Mid,Nov 2023,53.0,,,,Mary Phillips
STU0098,Math,Pre,Sep 2023,40.0,100.0,73.8,,
STU0098,Math,Post,Jan 2024,79.0,,81.2,,Rodney Miller
STU0098,Reading,Pre,Sep 2023,57.0,100.0,,,
STU0098,Reading,Post,Jan 2024,66.0,100.0,56.7,,
STU0099,Math,Pre,Sep 2023,44.0,,61.3,8.0,Pamela Cook
STU0099,Reading,Pre,Sep 2023,59.0,100.0,79.2,,
STU0099,Reading,Post,Jan 2024,,,43.9,7.3,Kerry Schwartz
STU0099,SEL,Mid,Nov 2023,69.0,,47.5,N/A,
STU0100,Math,Pre,Sep 2023,48.0,100.0,71.5,,
STU0100,Math,Post,Jan 2024,,100.0,85.8,N/A,
STU0100,Reading,Pre,Sep 2023,,,77.6,,
STU0100,Reading,Post,Jan 2024,,100.0,82.8,,Matthew Friedman
STU0100,SEL,Mid,Nov 2023,42.0,100.0,17.0,5.2,
STU0101,Math,Post,Jan 2024,,,75.8,,
STU0101,Reading,Pre,Sep 2023,73.0,,,N/A,Lindsay Mcclure
STU0101,Reading,Post,Jan 2024,40.0,,21.4,7.3,
STU0101,SEL,Mid,Nov 2023,41.0,,16.6,7.3,
STU0102,Math,Pre,Sep 2023,73.0,,31.1,,Kathryn Williams
STU0102,Math,Post,Jan 2024,72.0,100.0,76.0,8.0,Benjamin Smith
STU0102,Reading,Pre,Sep 2023,54.0,,,5.2,Patricia Morales
STU0102,Reading,Post,Jan 2024,,100.0,51.1,,Michael Barajas
STU0103,Math,Post,Jan 2024,,100.0,87.2,7.3,
STU0103,Reading,Pre,Sep 2023,,100.0,40.5,,Kathleen French
STU0103,Reading,Post,Jan 2024,65.0,,52.5,N/A,Brianna Richardson
STU0103,SEL,Mid,Nov 2023,49.0,,78.7,,
STU0104,Math,Pre,Sep 2023,63.0,100.0,,5.2,
STU0104,Math,Post,Jan 2024,96.0,,75.7,,Autumn Matthews
STU0104,SEL,Mid,Nov 2023,54.0,,34.7,N/A,
STU0105,Math,Pre,Sep 2023,54.0,100.0,72.9,,
STU0105,Math,Post,Jan 2024,,100.0,22.7,,
STU0105,Reading,Pre,Sep 2023,52.0,100.0,,5.2,
STU0105,Reading,Post,Jan 2024,52.0,,61.6,N/A,Kirk Adams
STU0105,SEL,Mid,Nov 2023,,100.0,22.8,,
STU0106,Math,Post,Jan 2024,,100.0,66.8,8.0,Reginald Kim
STU0106,Reading,Pre,Sep 2023,66.0,100.0,,,
STU0106,Reading,Post,Jan 2024,81.0,100.0,75.0,6.1,
STU0106,SEL,Mid,Nov 2023,56.0,100.0,55.4,6.1,Jesse Wells
STU0107,Math,Pre,Sep 2023,54.0,,26.5,,
STU0107,Reading,Pre,Sep 2023,43.0,100.0,,,
STU0107,Reading,Post,Jan 2024,81.0,,,,Steven Rivera
STU0107,SEL,Mid,Nov 2023,43.0,100.0,84.5,8.0,Lynn Harris
STU0108,Math,Post,Jan 2024,66.0,100.0,16.4,,Brent Rivera
STU0108,Reading,Pre,Sep 2023,74.0,100.0,73.3,,
STU0108,Reading,Post,Jan 2024,57.0,,,,Jose Roberts
STU0108,SEL,Mid,Nov 2023,,100.0,,6.1,
STU0109,Math,Pre,Sep 2023,48.0,,40.4,7.3,
STU0109,Math,Post,Jan 2024,43.0,100.0,50.6,,Shawn Preston
STU0109,Reading,Post,Jan 2024,48.0,100.0,49.0,7.3,
STU0109,SEL,Mid,Nov 2023,57.0,100.0,85.6,5.2,Maureen Coleman
STU0110,Math,Post,Jan 2024,65.0,100.0,,7.3,Sarah Best
STU0110,Reading,Pre,Sep 2023,43.0,100.0,70.4,,Susan Anderson
STU0110,SEL,Mid,Nov 2023,62.0,,,8.0,Holly Grant
STU0111,Math,Post,Jan 2024,66.0,,52.6,5.2,
STU0111,Reading,Post,Jan 2024,70.0,100.0,46.2,7.3,Alisha Greene
STU0111,SEL,Mid,Nov 2023,49.0,100.0,79.7,8.0,Sandra Nichols
STU0112,Math,Pre,Sep 2023,52.0,100.0,,,
STU0112,Math,Post,Jan 2024,72.0,100.0,71.7,,
STU0112,Reading,Post,Jan 2024,85.0,100.0,64.6,,
STU0112,SEL,Mid,Nov 2023,46.0,100.0,23.4,N/A,
STU0113,Math,Post,Jan 2024,56.0,,74.4,,Phillip Roach
STU0113,Reading,Pre,Sep 2023,61.0,100.0,,,
STU0113,Reading,Post,Jan 2024,70.0,100.0,,6.1,Jacqueline Ruiz
STU0113,SEL,Mid,Nov 2023,68.0,100.0,68.9,8.0,Austin Johnston
STU0114,Math,Pre,Sep 2023,59.0,,,6.1,Christopher Larsen
STU0114,Math,Post,Jan 2024,77.0,,,,Douglas Vargas
STU0114,Reading,Pre,Sep 2023,66.0,100.0,,8.0,Daniel Bowman
STU0114,SEL,Mid,Nov 2023,75.0,100.0,,,
STU0115,Math,Pre,Sep 2023,,,70.3,,Nicholas Williams
STU0115,Math,Post,Jan 2024,79.0,100.0,38.3,,
STU0115,Reading,Pre,Sep 2023,66.0,,33.5,7.3,Sandra Douglas
STU0115,Reading,Post,Jan 2024,63.0,,84.7,8.0,Daniel Johnson
STU0115,SEL,Mid,Nov 2023,42.0,100.0,53.2,6.1,Patrick Humphrey
STU0116,Math,Pre,Sep 2023,71.0,,,,
STU0116,Reading,Pre,Sep 2023,68.0,100.0,,,Kara Snyder
STU0116,Reading,Post,Jan 2024,,100.0,73.5,5.2,Lisa Massey
STU0116,SEL,Mid,Nov 2023,40.0,,83.6,,Adam Nelson
STU0117,Math,Post,Jan 2024,71.0,,,,Sharon Arnold
STU0117,Reading,Pre,Sep 2023,49.0,100.0,33.5,5.2,
STU0117,SEL,Mid,Nov 2023,63.0,,24.7,8.0,
STU0118,Math,Pre,Sep 2023,73.0,100.0,87.5,,Travis Hernandez
STU0118,Reading,Pre,Sep 2023,44.0,100.0,39.2,,
STU0118,Reading,Post,Jan 2024,100.0,100.0,64.4,5.2,Kyle Hunt
STU0118,SEL,Mid,Nov 2023,,100.0,77.8,7.3,Manuel Morales
STU0119,Math,Pre,Sep 2023,56.0,100.0,,8.0,
STU0119,Math,Post,Jan 2024,65.0,100.0,83.4,8.0,Mr. Gregory Gardner
STU0120,Math,Pre,Sep 2023,55.0,,20.5,,
STU0120,Reading,Pre,Sep 2023,46.0,100.0,62.4,,
STU0120,Reading,Post,Jan 2024,41.0,100.0,18.5,N/A,
STU0120,SEL,Mid,Nov 2023,61.0,100.0,41.2,N/A,
STU0121,Math,Pre,Sep 2023,,100.0,50.9,,Garrett Coleman
STU0121,Reading,Pre,Sep 2023,52.0,100.0,,,Tracy David
STU0121,Reading,Post,Jan 2024,88.0,100.0,58.0,5.2,Eric Costa
STU0121,SEL,Mid,Nov 2023,47.0,100.0,,,
STU0122,Reading,Pre,Sep 2023,56.0,100.0,40.8,N/A,
STU0122,Reading,Post,Jan 2024,,,48.7,,Rhonda Wilson MD
STU0122,SEL,Mid,Nov 2023,,100.0,70.9,N/A,Matthew Rodgers
STU0123,Math,Pre,Sep 2023,69.0,,,,
STU0123,Math,Post,Jan 2024,52.0,,61.6,7.3,
STU0123,Reading,Post,Jan 2024,73.0,100.0,12.7,,
STU0123,SEL,Mid,Nov 2023,51.0,100.0,30.8,5.2,
STU0124,Reading,Pre,Sep 2023,68.0,,78.7,6.1,
STU0124,Reading,Post,Jan 2024,51.0,100.0,,,
STU0124,SEL,Mid,Nov 2023,49.0,,66.0,,
STU0125,Math,Pre,Sep 2023,53.0,100.0,82.8,,
STU0125,Math,Post,Jan 2024,53.0,,,,Jonathan Thompson
STU0125,Reading,Post,Jan 2024,66.0,100.0,82.9,,
STU0125,SEL,Mid,Nov 2023,,100.0,,,Samantha Espinoza
STU0126,Math,Pre,Sep 2023,42.0,,49.7,,
STU0126,Math,Post,Jan 2024,62.0,100.0,59.2,6.1,
STU0126,Reading,Pre,Sep 2023,71.0,,,6.1,
STU0126,Reading,Post,Jan 2024,70.0,,38.9,,Kyle Sheppard
STU0127,Math,Pre,Sep 2023,66.0,100.0,,,Christy Edwards
STU0127,Math,Post,Jan 2024,,100.0,74.7,N/A,Dr. Ariel Pham
STU0127,Reading,Pre,Sep 2023,53.0,100.0,76.3,,Austin Powell
STU0127,SEL,Mid,Nov 2023,53.0,100.0,30.3,7.3,
STU0128,Math,Pre,Sep 2023,42.0,100.0,53.3,N/A,Sarah Palmer
STU0128,Math,Post,Jan 2024,49.0,100.0,72.7,N/A,Ashley Kaiser
STU0128,Reading,Pre,Sep 2023,74.0,100.0,77.6,6.1,Crystal Ellis
STU0128,Reading,Post,Jan 2024,77.0,100.0,20.6,N/A,
STU0128,SEL,Mid,Nov 2023,71.0,,86.4,,
STU0129,Math,Pre,Sep 2023,54.0,,,6.1,William Young
STU0129,Math,Post,Jan 2024,,100.0,65.7,5.2,
STU0129,Reading,Pre,Sep 2023,55.0,100.0,54.8,,Harry Webb
STU0129,Reading,Post,Jan 2024,53.0,100.0,17.8,,Benjamin Baker
STU0129,SEL,Mid,Nov 2023,60.0,100.0,83.6,,
STU0130,Math,Pre,Sep 2023,,100.0,52.7,,Hannah Terry
STU0130,Math,Post,Jan 2024,,100.0,66.4,,
STU0130,Reading,Pre,Sep 2023,43.0,100.0,85.3,,Nicole Howard
STU0131,Math,Pre,Sep 2023,67.0,100.0,,,
STU0131,SEL,Mid,Nov 2023,50.0,,44.0,,
STU0132,Math,Pre,Sep 2023,72.0,100.0,26.5,5.2,Joseph Butler
STU0132,Reading,Pre,Sep 2023,62.0,100.0,47.8,,
STU0132,SEL,Mid,Nov 2023,43.0,100.0,75.7,,
STU0133,Math,Pre,Sep 2023,,,,N/A,
STU0133,Math,Post,Jan 2024,66.0,,67.8,,Lori Faulkner
STU0133,Reading,Pre,Sep 2023,49.0,100.0,80.7,6.1,Donald Lynch
STU0133,Reading,Post,Jan 2024,52.0,,42.2,7.3,
STU0133,SEL,Mid,Nov 2023,49.0,100.0,12.2,,
STU0134,Math,Pre,Sep 2023,,,,6.1,Daniel Lee
STU0134,Math,Post,Jan 2024,68.0,100.0,,N/A,
STU0134,Reading,Post,Jan 2024,47.0,100.0,65.4,,
STU0134,SEL,Mid,Nov 2023,56.0,,67.5,7.3,
STU0135,Math,Pre,Sep 2023,40.0,100.0,27.4,N/A,Kimberly Mitchell
STU0135,Math,Post,Jan 2024,68.0,100.0,68.2,,Mallory Jimenez
STU0135,Reading,Pre,Sep 2023,50.0,100.0,15.8,,
STU0135,Reading,Post,Jan 2024,45.0,100.0,,,David Hartman
STU0135,SEL,Mid,Nov 2023,68.0,100.0,76.5,,Lori King
STU0136,Math,Pre,Sep 2023,75.0,,87.1,7.3,Justin Brown
STU0136,Math,Post,Jan 2024,51.0,,,8.0,
STU0136,Reading,Post,Jan 2024,86.0,100.0,70.5,N/A,Kimberly Garcia
STU0137,Math,Pre,Sep 2023,61.0,100.0,50.2,N/A,Charles Nolan
STU0137,Math,Post,Jan 2024,,,83.5,6.1,
STU0137,Reading,Post,Jan 2024,71.0,100.0,47.8,8.0,Chelsea Taylor
STU0137,SEL,Mid,Nov 2023,54.0,100.0,88.5,N/A,Renee Guerrero
STU0138,Math,Pre,Sep 2023,75.0,100.0,,,Andrew Steele
STU0138,Math,Post,Jan 2024,59.0,,11.0,5.2,Stephanie Olsen
STU0138,Reading,Pre,Sep 2023,53.0,100.0,52.1,,
STU0138,Reading,Post,Jan 2024,,,,N/A,Arthur Marshall
STU0138,SEL,Mid,Nov 2023,45.0,,81.1,N/A,
STU0139,Math,Pre,Sep 2023,,100.0,64.1,6.1,Jennifer Meyer
STU0139,Math,Post,Jan 2024,49.0,100.0,40.2,,
STU0139,Reading,Pre,Sep 2023,58.0,100.0,21.3,8.0,Stephen Merritt Jr.
STU0139,Reading,Post,Jan 2024,73.0,,36.3,N/A,Noah Dickson
STU0139,SEL,Mid,Nov 2023,64.0,100.0,50.9,,Phillip Grant
STU0140,Math,Pre,Sep 2023,70.0,100.0,59.8,7.3,
STU0140,Reading,Pre,Sep 2023,74.0,100.0,49.8,6.1,William Miller
STU0140,Reading,Post,Jan 2024,68.0,,79.5,7.3,Travis Steele
STU0141,Math,Pre,Sep 2023,63.0,100.0,82.9,,Carolyn Mccormick
STU0141,Math,Post,Jan 2024,80.0,100.0,,,Rachel Bell
STU0141,Reading,Pre,Sep 2023,62.0,,79.2,8.0,Russell Anderson Jr.
STU0141,Reading,Post,Jan 2024,85.0,100.0,,,Frank Hunt
STU0141,SEL,Mid,Nov 2023,50.0,,81.6,,
STU0142,Math,Pre,Sep 2023,53.0,,47.1,7.3,
STU0142,Math,Post,Jan 2024,69.0,100.0,48.6,,
STU0142,Reading,Pre,Sep 2023,68.0,,74.3,6.1,
STU0142,Reading,Post,Jan 2024,62.0,100.0,80.9,6.1,
STU0142,SEL,Mid,Nov 2023,70.0,,50.3,,Nicole Livingston MD
STU0143,Math,Post,Jan 2024,,,,N/A,
STU0143,SEL,Mid,Nov 2023,75.0,,46.7,8.0,Terrance Garcia
STU0144,Math,Pre,Sep 2023,69.0,,59.5,6.1,Curtis Simpson
STU0144,Math,Post,Jan 2024,72.0,100.0,40.5,8.0,
STU0144,Reading,Post,Jan 2024,71.0,100.0,,7.3,Marcus Mcdonald
STU0144,SEL,Mid,Nov 2023,74.0,100.0,22.0,,
STU0145,Math,Pre,Sep 2023,62.0,,,,
STU0145,Math,Post,Jan 2024,41.0,,40.3,N/A,Kimberly Moody
STU0145,Reading,Post,Jan 2024,78.0,,47.8,,Ashley Curry
STU0145,SEL,Mid,Nov 2023,71.0,100.0,86.5,,
STU0146,Math,Pre,Sep 2023,72.0,,58.3,,Charles Dorsey
STU0146,Reading,Pre,Sep 2023,62.0,100.0,43.8,,Michael Dunn
STU0146,Reading,Post,Jan 2024,54.0,100.0,,5.2,
STU0146,SEL,Mid,Nov 2023,64.0,100.0,,,
STU0147,Math,Post,Jan 2024,74.0,,89.3,,Todd Adams
STU0147,Reading,Pre,Sep 2023,58.0,,40.1,5.2,Nicole Hill
STU0147,Reading,Post,Jan 2024,54.0,100.0,24.4,5.2,Jennifer Smith
STU0147,SEL,Mid,Nov 2023,,100.0,18.2,N/A,George Lucas
STU0148,Math,Pre,Sep 2023,64.0,100.0,,5.2,Janice Sweeney
STU0148,Math,Post,Jan 2024,,100.0,17.0,8.0,Ebony Mercer
STU0148,Reading,Post,Jan 2024,43.0,,54.9,,
STU0149,Math,Pre,Sep 2023,65.0,,,6.1,Kyle Vasquez
STU0149,Math,Post,Jan 2024,80.0,100.0,17.7,7.3,Sandra Ross
STU0149,Reading,Pre,Sep 2023,51.0,100.0,,,Brooke Holland
STU0149,Reading,Post,Jan 2024,67.0,100.0,20.7,8.0,Dana Wright
STU0149,SEL,Mid,Nov 2023,74.0,100.0,54.9,7.3,
STU0150,Math,Pre,Sep 2023,44.0,,38.0,,
STU0150,Math,Post,Jan 2024,54.0,,10.2,,
STU0150,Reading,Pre,Sep 2023,59.0,100.0,31.2,,
STU0150,Reading,Post,Jan 2024,73.0,100.0,,,Christopher Austin
STU0150,SEL,Mid,Nov 2023,50.0,100.0,69.7,N/A,Kenneth Vasquez
STU0151,Math,Pre,Sep 2023,44.0,100.0,,,
STU0151,Reading,Pre,Sep 2023,64.0,,,,
STU0152,Math,Post,Jan 2024,76.0,100.0,87.1,7.3,Richard Walter
STU0152,Reading,Pre,Sep 2023,55.0,100.0,72.6,6.1,Melissa Bautista
STU0152,Reading,Post,Jan 2024,87.0,100.0,,,Eric Johnson
STU0152,SEL,Mid,Nov 2023,51.0,,83.2,,Kristin Schwartz
STU0153,Math,Pre,Sep 2023,65.0,100.0,10.6,8.0,Stephen Hernandez
STU0153,Math,Post,Jan 2024,58.0,,58.5,,
STU0153,Reading,Pre,Sep 2023,44.0,100.0,,,Leah Shelton
STU0153,Reading,Post,Jan 2024,81.0,100.0,85.6,,
STU0153,SEL,Mid,Nov 2023,75.0,100.0,,N/A,David Dougherty
STU0154,Reading,Post,Jan 2024,71.0,,58.1,,
STU0154,SEL,Mid,Nov 2023,40.0,,76.0,8.0,Amanda Taylor
STU0155,Math,Pre,Sep 2023,72.0,100.0,73.5,,
STU0155,Math,Post,Jan 2024,42.0,100.0,22.1,N/A,George Graves
STU0155,Reading,Pre,Sep 2023,58.0,,,,Mark Martinez
STU0155,Reading,Post,Jan 2024,64.0,,,5.2,
STU0155,SEL,Mid,Nov 2023,51.0,100.0,,,
STU0156,Math,Pre,Sep 2023,73.0,100.0,,8.0,Kelly Porter
STU0156,Reading,Pre,Sep 2023,64.0,100.0,,,Kathy Rodriguez
STU0156,Reading,Post,Jan 2024,73.0,100.0,,,Christina Kelley
STU0156,SEL,Mid,Nov 2023,63.0,100.0,28.1,8.0,
STU0157,Math,Pre,Sep 2023,48.0,100.0,27.6,8.0,Vincent Allen
STU0157,Math,Post,Jan 2024,91.0,,70.8,N/A,Melissa Flores
STU0157,Reading,Pre,Sep 2023,75.0,100.0,18.9,N/A,
STU0157,Reading,Post,Jan 2024,81.0,100.0,,7.3,Derek Pope
STU0157,SEL,Mid,Nov 2023,63.0,,41.4,N/A,
STU0158,Math,Pre,Sep 2023,72.0,,60.1,,Dana Noble
STU0158,Math,Post,Jan 2024,49.0,100.0,,5.2,Jeffrey Robinson
STU0158,Reading,Pre,Sep 2023,61.0,100.0,53.0,8.0,
STU0158,Reading,Post,Jan 2024,,100.0,71.5,8.0,Valerie Wade
STU0158,SEL,Mid,Nov 2023,61.0,100.0,38.9,N/A,
STU0159,Math,Pre,Sep 2023,71.0,100.0,19.7,7.3,Gregory Carpenter
STU0159,Reading,Pre,Sep 2023,50.0,100.0,78.6,6.1,Joseph Fisher
STU0159,Reading,Post,Jan 2024,65.0,100.0,21.7,5.2,Danielle Jones
STU0160,Math,Pre,Sep 2023,47.0,100.0,,,
STU0160,Math,Post,Jan 2024,47.0,100.0,89.9,8.0,Todd Smith
STU0160,Reading,Pre,Sep 2023,55.0,,30.4,,
STU0160,Reading,Post,Jan 2024,79.0,100.0,40.8,,
STU0160,SEL,Mid,Nov 2023,65.0,,,6.1,
STU0161,Math,Post,Jan 2024,51.0,100.0,69.6,5.2,Abigail Fields
STU0161,Reading,Pre,Sep 2023,45.0,100.0,,,
STU0161,Reading,Post,Jan 2024,58.0,,40.9,8.0,
STU0161,SEL,Mid,Nov 2023,56.0,100.0,48.0,8.0,
STU0162,Math,Pre,Sep 2023,55.0,100.0,,6.1,Robert Johnson
STU0162,Math,Post,Jan 2024,,,82.5,5.2,Jeremy Thompson
STU0163,Math,Pre,Sep 2023,,100.0,53.5,N/A,
STU0163,Reading,Pre,Sep 2023,65.0,100.0,40.9,,Holly Roth
STU0163,Reading,Post,Jan 2024,94.0,100.0,,,
STU0164,Math,Pre,Sep 2023,48.0,100.0,,5.2,
STU0164,Math,Post,Jan 2024,,100.0,46.7,5.2,
STU0164,SEL,Mid,Nov 2023,59.0,100.0,53.8,8.0,
STU0165,Math,Pre,Sep 2023,55.0,100.0,67.4,7.3,James Walker
STU0165,Math,Post,Jan 2024,55.0,100.0,51.1,,Glen Brooks
STU0165,Reading,Pre,Sep 2023,50.0,100.0,74.7,,
STU0165,Reading,Post,Jan 2024,50.0,100.0,,,George Nelson
STU0165,SEL,Mid,Nov 2023,75.0,100.0,,,
STU0166,Math,Pre,Sep 2023,43.0,,29.9,,Samantha Hughes
STU0166,Reading,Pre,Sep 2023,41.0,100.0,26.2,,
STU0166,Reading,Post,Jan 2024,75.0,100.0,13.7,7.3,Deborah Munoz
STU0166,SEL,Mid,Nov 2023,75.0,,,5.2,
STU0167,Math,Pre,Sep 2023,41.0,100.0,60.8,5.2,
STU0167,Math,Post,Jan 2024,56.0,100.0,29.6,,Rachel Sanders
STU0167,Reading,Post,Jan 2024,78.0,100.0,76.7,,
STU0167,SEL,Mid,Nov 2023,59.0,,43.8,,
STU0168,Math,Pre,Sep 2023,43.0,100.0,87.1,,
STU0168,Math,Post,Jan 2024,60.0,100.0,58.0,,
STU0169,Math,Pre,Sep 2023,42.0,,84.3,,
STU0169,Math,Post,Jan 2024,91.0,100.0,65.3,8.0,Christopher Smith
STU0169,Reading,Pre,Sep 2023,64.0,100.0,75.8,,Malik Wallace
STU0169,Reading,Post,Jan 2024,71.0,,33.5,5.2,
STU0169,SEL,Mid,Nov 2023,52.0,100.0,87.0,,Catherine Bullock
STU0170,Math,Pre,Sep 2023,58.0,100.0,,7.3,
STU0170,Math,Post,Jan 2024,80.0,100.0,,,
STU0170,Reading,Pre,Sep 2023,,100.0,52.9,,
STU0170,Reading,Post,Jan 2024,67.0,100.0,37.6,5.2,Kevin Weeks
STU0170,SEL,Mid,Nov 2023,64.0,100.0,40.9,,
STU0171,Math,Pre,Sep 2023,40.0,,,6.1,
STU0171,Math,Post,Jan 2024,47.0,,86.3,7.3,
STU0171,Reading,Pre,Sep 2023,71.0,,49.1,,Kathryn Morris
STU0171,Reading,Post,Jan 2024,70.0,100.0,49.7,6.1,Katherine Lewis
STU0171,SEL,Mid,Nov 2023,,100.0,,5.2,
STU0172,Math,Pre,Sep 2023,41.0,,20.6,7.3,
STU0172,Math,Post,Jan 2024,,100.0,24.0,,Samantha Rodriguez
STU0172,Reading,Pre,Sep 2023,,,,8.0,Linda Chandler
STU0172,Reading,Post,Jan 2024,46.0,100.0,60.4,7.3,Jeffrey Dixon
STU0172,SEL,Mid,Nov 2023,44.0,,65.2,6.1,Michael Martin
STU0173,Math,Post,Jan 2024,57.0,100.0,26.9,N/A,
STU0173,Reading,Pre,Sep 2023,72.0,100.0,82.8,,
STU0173,Reading,Post,Jan 2024,57.0,100.0,,,
STU0173,SEL,Mid,Nov 2023,67.0,100.0,,,
STU0174,Math,Post,Jan 2024,70.0,100.0,,8.0,Elizabeth Barker
STU0174,Reading,Pre,Sep 2023,,100.0,29.0,,Brittany Patterson
STU0174,Reading,Post,Jan 2024,56.0,100.0,,8.0,
STU0174,SEL,Mid,Nov 2023,45.0,100.0,,,Joseph Brown
STU0175,Math,Pre,Sep 2023,57.0,100.0,,7.3,Stephanie Reed
STU0175,Math,Post,Jan 2024,72.0,100.0,,7.3,
STU0175,Reading,Pre,Sep 2023,65.0,100.0,39.7,,Tina Mcneil
STU0175,Reading,Post,Jan 2024,67.0,100.0,21.6,,Melissa Norman
STU0175,SEL,Mid,Nov 2023,47.0,100.0,48.7,6.1,
STU0176,Math,Pre,Sep 2023,58.0,100.0,66.5,,
STU0176,Math,Post,Jan 2024,,100.0,10.8,,Andrew Jackson
STU0176,Reading,Pre,Sep 2023,57.0,100.0,80.1,8.0,Tina Tran
STU0176,Reading,Post,Jan 2024,82.0,,,,Kathleen Rogers DVM
STU0177,Math,Pre,Sep 2023,73.0,100.0,82.7,,Karen Jenkins
STU0177,Reading,Pre,Sep 2023,67.0,,75.0,,
STU0177,SEL,Mid,Nov 2023,75.0,100.0,51.3,7.3,
STU0178,Math,Pre,Sep 2023,58.0,100.0,85.2,N/A,
STU0178,Math,Post,Jan 2024,42.0,,,N/A,Desiree Espinoza
STU0178,Reading,Pre,Sep 2023,56.0,,46.2,5.2,
STU0178,Reading,Post,Jan 2024,40.0,100.0,,8.0,Alexander Tucker
STU0178,SEL,Mid,Nov 2023,64.0,100.0,87.3,,Sheila Cooper
STU0179,Math,Pre,Sep 2023,,100.0,,7.3,Michelle Olson
STU0179,Reading,Pre,Sep 2023,68.0,,53.0,,Mr. Juan Colon
STU0180,Math,Pre,Sep 2023,51.0,,,7.3,James Gardner
STU0180,Math,Post,Jan 2024,63.0,,10.4,,Lindsay Terry
STU0180,Reading,Post,Jan 2024,50.0,100.0,80.4,7.3,
STU0180,SEL,Mid,Nov 2023,55.0,100.0,30.4,,Julie Smith
STU0181,Math,Pre,Sep 2023,73.0,,,5.2,Adam Rivera
STU0181,Reading,Pre,Sep 2023,66.0,100.0,67.6,N/A,
STU0181,Reading,Post,Jan 2024,62.0,,70.4,,Jeremy Perez
STU0181,SEL,Mid,Nov 2023,75.0,100.0,55.0,,Amanda Harris
STU0182,Math,Pre,Sep 2023,,100.0,23.5,,
STU0182,Math,Post,Jan 2024,66.0,100.0,17.6,8.0,Wendy Smith
STU0182,Reading,Pre,Sep 2023,42.0,100.0,,,Matthew Barnes
STU0182,Reading,Post,Jan 2024,94.0,100.0,,,Chase Ponce
STU0182,SEL,Mid,Nov 2023,53.0,100.0,,,
STU0183,Math,Pre,Sep 2023,74.0,,,,Dylan Carter
STU0183,Math,Post,Jan 2024,67.0,100.0,,,Joseph Meyer
STU0183,Reading,Post,Jan 2024,67.0,,65.7,,
STU0183,SEL,Mid,Nov 2023,74.0,100.0,87.4,5.2,
STU0184,Reading,Pre,Sep 2023,46.0,100.0,89.3,,
STU0184,Reading,Post,Jan 2024,,,,,
STU0184,SEL,Mid,Nov 2023,51.0,,25.6,5.2,Denise Brown
STU0185,Math,Post,Jan 2024,64.0,,37.5,N/A,
STU0185,Reading,Pre,Sep 2023,65.0,,32.2,8.0,
STU0185,Reading,Post,Jan 2024,50.0,,83.2,,
STU0185,SEL,Mid,Nov 2023,58.0,,60.0,,
STU0186,Math,Post,Jan 2024,55.0,100.0,47.1,5.2,Benjamin Robbins
STU0186,Reading,Pre,Sep 2023,59.0,100.0,25.3,,
STU0186,Reading,Post,Jan 2024,72.0,100.0,43.3,,
STU0186,SEL,Mid,Nov 2023,60.0,100.0,,,Jason Holmes
STU0187,Math,Pre,Sep 2023,63.0,,,,
STU0187,Math,Post,Jan 2024,66.0,100.0,,,
STU0187,Reading,Pre,Sep 2023,71.0,,57.8,8.0,
STU0187,Reading,Post,Jan 2024,77.0,,87.1,,Dr. Natalie Ramirez DDS
STU0187,SEL,Mid,Nov 2023,57.0,100.0,,8.0,
STU0188,Math,Pre,Sep 2023,48.0,100.0,33.0,,
STU0188,Reading,Pre,Sep 2023,52.0,100.0,36.7,N/A,
STU0188,Reading,Post,Jan 2024,65.0,100.0,16.8,8.0,
STU0188,SEL,Mid,Nov 2023,,,,5.2,
STU0189,Math,Post,Jan 2024,57.0,100.0,31.8,,
STU0189,Reading,Pre,Sep 2023,48.0,100.0,68.2,5.2,Aaron Brennan
STU0189,Reading,Post,Jan 2024,65.0,100.0,70.6,,Daniel Hicks
STU0189,SEL,Mid,Nov 2023,63.0,100.0,15.6,5.2,
STU0190,Math,Pre,Sep 2023,53.0,,16.9,,Angel Carter
STU0190,Math,Post,Jan 2024,66.0,100.0,,,
STU0190,Reading,Pre,Sep 2023,44.0,,76.7,5.2,
STU0190,Reading,Post,Jan 2024,81.0,,,6.1,
STU0190,SEL,Mid,Nov 2023,74.0,100.0,79.2,,
