student_id,week_of,sessions_attended,sessions_scheduled,attendance_rate,note
STU0064,28 Nov 2023,2.0,2.0,,
STU0064,12-05-2023,2.0,2.0,,unexcused
STU0064,12/12/2023,2.0,3.0,0.65,
STU0064,19 Dec 2023,1.0,2.0,,
STU0064,"December 26, 2023",3.0,,,
STU0064,01/02/2024,2.0,2.0,95%,
STU0064,01/09/2024,1.0,3.0,0.96,
STU0064,01-16-2024,3.0,2.0,92%,
STU0194,"September 05, 2023",2.0,3.0,0.5,
STU0194,09-12-2023,,3.0,,excused
STU0194,2023-09-19,0.0,,0.99,sick
STU0194,26 Sep 2023,0.0,2.0,,
STU0194,10-03-2023,0.0,2.0,51%,
STU0194,2023-10-10,1.0,,,sick
STU0194,"October 17, 2023",2.0,,,family emergency
STU0194,24 Oct 2023,0.0,3.0,,
STU0194,10/31/2023,2.0,2.0,0.94,unexcused
STU0194,07 Nov 2023,0.0,,,unexcused
STU0194,"November 14, 2023",1.0,3.0,98%,
STU0194,2023-11-21,,3.0,0.75,family emergency
STU0194,"November 28, 2023",,3.0,,
STU0194,12/05/2023,1.0,3.0,,
STU0194,12/12/2023,2.0,2.0,0.61,
STU0194,19 Dec 2023,1.0,3.0,,
STU0194,12/26/2023,2.0,,,family emergency
STU0194,"January 09, 2024",3.0,,0.93,
STU0194,2024-01-16,2.0,3.0,69%,
STU0206,05 Sep 2023,2.0,,77%,
STU0206,09/12/2023,3.0,2.0,49%,
STU0206,19 Sep 2023,0.0,,45%,unexcused
STU0206,09/26/2023,1.0,,,sick
STU0206,2023-10-03,3.0,3.0,0.66,
STU0206,"October 10, 2023",0.0,3.0,0.68,
STU0206,2023-10-17,2.0,3.0,,
STU0206,"October 24, 2023",3.0,3.0,0.93,
STU0206,31 Oct 2023,,2.0,0.77,
STU0206,2023-11-07,,3.0,,
STU0206,2023-11-14,3.0,3.0,0.83,
STU0206,2023-12-05,2.0,2.0,85%,
STU0206,12-12-2023,,2.0,0.65,
STU0206,2023-12-19,2.0,2.0,69%,
STU0206,12/26/2023,0.0,2.0,,
STU0206,"January 02, 2024",0.0,2.0,0.97,
STU0206,"January 09, 2024",,3.0,0.49,
STU0206,01-16-2024,3.0,3.0,98%,
STU0068,09/05/2023,0.0,3.0,77%,
STU0068,19 Sep 2023,1.0,2.0,0.74,
STU0068,09/26/2023,1.0,3.0,0.47,
STU0068,10-03-2023,2.0,,,
STU0068,"October 10, 2023",0.0,3.0,,
STU0068,10/17/2023,1.0,2.0,58%,unexcused
STU0068,10-24-2023,1.0,3.0,,excused
STU0068,"October 31, 2023",3.0,3.0,95%,family emergency
STU0068,11-07-2023,3.0,3.0,86%,
STU0068,11/14/2023,3.0,3.0,,
STU0068,21 Nov 2023,1.0,,0.61,
STU0068,"November 28, 2023",2.0,3.0,49%,
STU0068,05 Dec 2023,,,0.92,
STU0068,12/12/2023,3.0,,,
STU0068,19 Dec 2023,0.0,3.0,0.53,
STU0068,12/26/2023,0.0,,0.79,
STU0068,01/02/2024,,,57%,sick
STU0068,01/09/2024,3.0,3.0,,
STU0068,01/16/2024,0.0,3.0,0.93,
STU0139,05 Sep 2023,3.0,3.0,47%,
STU0139,09-12-2023,1.0,,,
STU0139,19 Sep 2023,1.0,2.0,,
STU0139,"September 26, 2023",0.0,2.0,,unexcused
STU0139,10/03/2023,3.0,3.0,0.71,
STU0139,10 Oct 2023,1.0,3.0,,
STU0139,17 Oct 2023,1.0,2.0,0.76,
STU0139,10/24/2023,2.0,2.0,0.45,excused
STU0139,31 Oct 2023,0.0,3.0,,
STU0139,07 Nov 2023,0.0,2.0,,
STU0139,11/14/2023,0.0,3.0,,
STU0139,21 Nov 2023,1.0,3.0,,unexcused
STU0139,"November 28, 2023",0.0,3.0,,
STU0139,12/05/2023,1.0,3.0,,
STU0139,12 Dec 2023,1.0,3.0,,
STU0139,19 Dec 2023,,,,
STU0139,2023-12-26,0.0,3.0,72%,
STU0139,01-02-2024,,3.0,60%,unexcused
STU0139,01-09-2024,0.0,,,
STU0139,2024-01-16,3.0,2.0,71%,
STU0044,09-12-2023,1.0,2.0,,unexcused
STU0044,09-19-2023,0.0,2.0,,
STU0044,2023-09-26,3.0,2.0,0.94,
STU0044,2023-10-03,3.0,3.0,,
STU0044,10-10-2023,,2.0,,
STU0044,10-17-2023,1.0,,44%,
STU0044,10-24-2023,3.0,3.0,0.83,
STU0044,"October 31, 2023",3.0,3.0,99%,
STU0044,11-07-2023,3.0,2.0,41%,
STU0044,2023-11-14,3.0,3.0,,
STU0044,"November 21, 2023",3.0,,,
STU0044,11/28/2023,3.0,2.0,45%,
STU0044,"December 05, 2023",2.0,3.0,0.65,sick
STU0044,12-12-2023,1.0,3.0,,
STU0044,"December 19, 2023",1.0,3.0,,
STU0044,"December 26, 2023",1.0,2.0,,
STU0044,"January 02, 2024",,,,
STU0044,09 Jan 2024,0.0,3.0,52%,
STU0044,"January 16, 2024",1.0,,59%,
STU0040,09/12/2023,0.0,2.0,0.92,unexcused
STU0040,19 Sep 2023,2.0,3.0,,
STU0040,2023-09-26,1.0,3.0,52%,
STU0040,10/03/2023,,2.0,93%,
STU0040,10-17-2023,3.0,3.0,41%,family emergency
STU0040,24 Oct 2023,,3.0,76%,
STU0040,2023-10-31,3.0,,42%,
STU0040,11-07-2023,0.0,3.0,68%,
STU0040,11/14/2023,,2.0,0.64,
STU0040,11-21-2023,3.0,2.0,97%,sick
STU0040,12/05/2023,3.0,3.0,,
STU0040,2023-12-12,1.0,3.0,0.5,
STU0040,19 Dec 2023,0.0,,,
STU0040,26 Dec 2023,3.0,3.0,0.73,
STU0040,01-02-2024,2.0,2.0,,
STU0040,09 Jan 2024,1.0,2.0,,
STU0040,01-16-2024,2.0,2.0,0.69,excused
STU0038,2023-09-05,0.0,2.0,0.98,
STU0038,"September 12, 2023",0.0,2.0,92%,excused
STU0038,"September 19, 2023",1.0,3.0,,
STU0038,09/26/2023,3.0,3.0,,
STU0038,10/03/2023,3.0,3.0,0.79,
STU0038,10/10/2023,1.0,3.0,0.93,
STU0038,10-17-2023,0.0,2.0,,
STU0038,10-31-2023,1.0,3.0,0.77,
STU0038,"November 07, 2023",2.0,3.0,70%,unexcused
STU0038,2023-11-14,,3.0,,
STU0038,11/21/2023,1.0,,99%,
STU0038,"November 28, 2023",3.0,2.0,,
STU0038,12/05/2023,0.0,2.0,0.56,
STU0038,2023-12-12,1.0,,0.74,
STU0038,12/19/2023,,2.0,,excused
STU0038,26 Dec 2023,3.0,3.0,,
STU0038,02 Jan 2024,2.0,2.0,42%,
STU0038,"January 09, 2024",3.0,3.0,,family emergency
STU0038,2024-01-16,3.0,2.0,0.51,family emergency
STU0259,09/05/2023,,,,
STU0259,"September 12, 2023",,3.0,,
STU0259,2023-09-19,1.0,,0.73,
STU0259,09/26/2023,,3.0,74%,
STU0259,10-03-2023,0.0,2.0,0.93,excused
STU0259,10/10/2023,3.0,2.0,,
STU0259,17 Oct 2023,3.0,2.0,0.73,
STU0259,10/24/2023,1.0,3.0,,
STU0259,31 Oct 2023,1.0,2.0,,
STU0259,11/07/2023,1.0,,,sick
STU0259,"November 14, 2023",0.0,3.0,,
STU0259,2023-11-21,3.0,3.0,,
STU0259,2023-11-28,1.0,3.0,,sick
STU0259,"December 05, 2023",1.0,3.0,,
STU0259,12 Dec 2023,3.0,3.0,79%,
STU0259,12-19-2023,1.0,2.0,,family emergency
STU0259,"December 26, 2023",0.0,3.0,,
STU0259,"January 02, 2024",3.0,2.0,,
STU0259,"January 09, 2024",2.0,2.0,,
STU0259,16 Jan 2024,2.0,2.0,,
STU0213,09/05/2023,3.0,3.0,0.47,unexcused
STU0213,"September 19, 2023",,2.0,,
STU0213,"September 26, 2023",1.0,2.0,,
STU0213,2023-10-03,2.0,,68%,
STU0213,17 Oct 2023,,3.0,100%,
STU0213,10/24/2023,3.0,3.0,72%,
STU0213,10/31/2023,3.0,,53%,
STU0213,11-07-2023,2.0,3.0,42%,
STU0213,14 Nov 2023,2.0,2.0,0.87,
STU0213,21 Nov 2023,1.0,3.0,,
STU0213,11-28-2023,3.0,3.0,64%,
STU0213,12/05/2023,3.0,2.0,0.89,family emergency
STU0213,12-12-2023,2.0,,,
STU0213,12/19/2023,0.0,2.0,,
STU0213,12-26-2023,1.0,3.0,0.59,
STU0213,01-02-2024,1.0,,72%,
STU0213,2024-01-16,0.0,2.0,57%,
STU0288,09/05/2023,2.0,,0.87,sick
STU0288,12 Sep 2023,1.0,,,
STU0288,2023-09-19,0.0,2.0,0.71,
STU0288,09/26/2023,0.0,2.0,40%,
STU0288,10-03-2023,1.0,3.0,53%,family emergency
STU0288,2023-10-10,0.0,2.0,52%,
STU0288,17 Oct 2023,3.0,3.0,0.44,
STU0288,10-24-2023,3.0,3.0,,
STU0288,2023-10-31,0.0,3.0,0.75,
STU0288,2023-11-07,3.0,3.0,58%,
STU0288,"November 14, 2023",3.0,3.0,63%,
STU0288,11/21/2023,0.0,2.0,,
STU0288,2023-11-28,1.0,2.0,0.94,sick
STU0288,12-05-2023,2.0,3.0,0.52,family emergency
STU0288,12/12/2023,1.0,2.0,,
STU0288,19 Dec 2023,0.0,3.0,,
STU0288,"December 26, 2023",1.0,3.0,0.43,family emergency
STU0288,01/02/2024,,3.0,,
STU0288,01-09-2024,1.0,,,
STU0288,"January 16, 2024",1.0,3.0,,
STU0008,"September 05, 2023",2.0,2.0,42%,
STU0008,09/12/2023,,3.0,73%,
STU0008,09/19/2023,2.0,3.0,,
STU0008,26 Sep 2023,0.0,3.0,81%,
STU0008,10/03/2023,2.0,,,
STU0008,10/10/2023,3.0,,78%,
STU0008,10-24-2023,1.0,3.0,,
STU0008,31 Oct 2023,2.0,2.0,80%,
STU0008,2023-11-07,0.0,2.0,,
STU0008,"November 14, 2023",0.0,3.0,,sick
STU0008,"November 21, 2023",3.0,2.0,,
STU0008,"November 28, 2023",1.0,3.0,88%,
STU0008,12-05-2023,3.0,3.0,0.56,family emergency
STU0008,2023-12-12,0.0,3.0,0.86,
STU0008,2023-12-19,3.0,3.0,0.85,
STU0008,26 Dec 2023,0.0,2.0,,
STU0008,02 Jan 2024,0.0,2.0,0.61,
STU0008,01/09/2024,0.0,3.0,,excused
STU0008,"January 16, 2024",,2.0,0.62,
STU0078,"September 05, 2023",,2.0,,
STU0078,12 Sep 2023,2.0,3.0,45%,
STU0078,09/26/2023,1.0,2.0,0.77,
STU0078,10/03/2023,0.0,2.0,,unexcused
STU0078,10/17/2023,3.0,3.0,0.44,
STU0078,"October 31, 2023",,2.0,,excused
STU0078,07 Nov 2023,0.0,2.0,0.5,
STU0078,14 Nov 2023,0.0,3.0,91%,
STU0078,2023-11-21,,2.0,44%,
STU0078,2023-11-28,1.0,3.0,0.87,
STU0078,12/05/2023,2.0,3.0,,
STU0078,12 Dec 2023,3.0,3.0,51%,
STU0078,12/19/2023,3.0,3.0,0.58,
STU0078,12-26-2023,,2.0,0.46,
STU0078,01/02/2024,3.0,3.0,,
STU0078,"January 09, 2024",3.0,3.0,,
STU0049,05 Sep 2023,0.0,2.0,,
STU0049,"September 19, 2023",1.0,2.0,54%,
STU0049,2023-09-26,,3.0,,
STU0049,03 Oct 2023,1.0,3.0,,
STU0049,10/10/2023,2.0,3.0,,
STU0049,2023-10-17,0.0,3.0,0.41,
STU0049,10/24/2023,3.0,3.0,,
STU0049,11-14-2023,2.0,2.0,75%,
STU0049,"December 05, 2023",2.0,2.0,0.93,excused
STU0049,2023-12-12,,3.0,,
STU0049,2023-12-26,0.0,3.0,0.57,family emergency
STU0049,01-02-2024,2.0,3.0,,
STU0049,2024-01-09,1.0,2.0,,
STU0049,2024-01-16,1.0,3.0,0.72,
STU0189,09/05/2023,2.0,2.0,0.5,
STU0189,09/12/2023,0.0,2.0,0.6,
STU0189,09-19-2023,2.0,3.0,,
STU0189,2023-10-03,,2.0,0.67,
STU0189,10/10/2023,,2.0,,
STU0189,10-17-2023,1.0,3.0,96%,unexcused
STU0189,10/24/2023,2.0,,0.45,
STU0189,10/31/2023,2.0,2.0,0.61,
STU0189,11-07-2023,0.0,2.0,51%,
STU0189,14 Nov 2023,2.0,3.0,0.91,
STU0189,21 Nov 2023,3.0,3.0,0.58,
STU0189,2023-11-28,0.0,2.0,76%,
STU0189,12-05-2023,1.0,3.0,88%,
STU0189,12 Dec 2023,2.0,3.0,,
STU0189,12-19-2023,0.0,2.0,0.77,
STU0189,2023-12-26,3.0,2.0,,
STU0189,"January 02, 2024",2.0,3.0,65%,
STU0189,2024-01-09,0.0,2.0,,excused
STU0189,2024-01-16,0.0,2.0,,
STU0151,"September 05, 2023",,2.0,,
STU0151,"September 12, 2023",,,59%,
STU0151,2023-09-19,3.0,,,unexcused
STU0151,"September 26, 2023",0.0,,,
STU0151,2023-10-03,,3.0,,family emergency
STU0151,10 Oct 2023,0.0,3.0,,
STU0151,2023-10-24,3.0,2.0,,
STU0151,2023-10-31,1.0,,0.93,
STU0151,2023-11-07,2.0,3.0,0.7,
STU0151,11/14/2023,1.0,2.0,,
STU0151,"November 21, 2023",2.0,3.0,64%,
STU0151,2023-11-28,1.0,3.0,,excused
STU0151,12-05-2023,1.0,2.0,,
STU0151,12/12/2023,2.0,2.0,0.92,
STU0151,2023-12-19,2.0,3.0,0.89,
STU0151,2023-12-26,3.0,3.0,,
STU0151,"January 02, 2024",2.0,,0.6,sick
STU0151,01/09/2024,3.0,3.0,0.47,sick
STU0151,2024-01-16,1.0,2.0,,
STU0296,"September 05, 2023",0.0,3.0,0.91,
STU0296,12 Sep 2023,0.0,3.0,63%,
STU0296,03 Oct 2023,,3.0,,
STU0296,2023-10-10,,3.0,0.54,sick
STU0296,"October 17, 2023",2.0,2.0,51%,
STU0296,10/24/2023,3.0,3.0,,
STU0296,10/31/2023,1.0,2.0,100%,
STU0296,07 Nov 2023,1.0,2.0,,
STU0296,2023-11-14,2.0,3.0,,sick
STU0296,11-21-2023,0.0,2.0,0.75,
STU0296,11-28-2023,0.0,3.0,,
STU0296,12-05-2023,1.0,2.0,,
STU0296,12/12/2023,3.0,,,
STU0296,12-26-2023,3.0,2.0,0.46,
STU0296,2024-01-02,2.0,3.0,0.54,family emergency
STU0296,01/16/2024,,2.0,,
STU0101,05 Sep 2023,,2.0,0.67,
STU0101,2023-09-12,2.0,2.0,51%,
STU0101,"September 19, 2023",1.0,3.0,68%,
STU0101,"September 26, 2023",0.0,3.0,,
STU0101,10/03/2023,1.0,2.0,0.7,
STU0101,10-10-2023,0.0,,85%,
STU0101,10/17/2023,2.0,2.0,,
STU0101,31 Oct 2023,2.0,3.0,88%,
STU0101,2023-11-07,1.0,2.0,63%,
STU0101,"November 14, 2023",0.0,2.0,0.61,excused
STU0101,2023-11-21,0.0,3.0,,
STU0101,11-28-2023,0.0,3.0,,
STU0101,12/05/2023,1.0,3.0,,excused
STU0101,"December 19, 2023",1.0,3.0,,sick
STU0101,"December 26, 2023",1.0,2.0,,
STU0101,01/02/2024,0.0,3.0,,unexcused
STU0101,2024-01-09,1.0,,70%,
STU0101,01-16-2024,3.0,3.0,0.46,
STU0050,09/05/2023,,2.0,97%,
STU0050,2023-09-12,0.0,2.0,0.61,
STU0050,2023-09-19,2.0,2.0,,
STU0050,09/26/2023,2.0,3.0,,
STU0050,10-03-2023,0.0,2.0,0.73,
STU0050,10/10/2023,1.0,3.0,0.61,family emergency
STU0050,17 Oct 2023,,3.0,,unexcused
STU0050,10-24-2023,3.0,3.0,,
STU0050,10/31/2023,2.0,2.0,,
STU0050,11/07/2023,1.0,2.0,,
STU0050,11-14-2023,3.0,3.0,0.86,excused
STU0050,11/21/2023,1.0,2.0,0.74,
STU0050,11/28/2023,,3.0,93%,excused
STU0050,12/05/2023,,3.0,,
STU0050,12/12/2023,2.0,2.0,,
STU0050,2023-12-19,3.0,2.0,60%,excused
STU0050,2023-12-26,3.0,2.0,,
STU0050,02 Jan 2024,1.0,,0.9,
STU0050,01/09/2024,,3.0,,unexcused
STU0050,01-16-2024,,2.0,82%,family emergency
STU0260,2023-09-05,3.0,2.0,,sick
STU0260,12 Sep 2023,2.0,2.0,45%,
STU0260,09/19/2023,0.0,3.0,,
STU0260,26 Sep 2023,2.0,3.0,0.67,sick
STU0260,10/03/2023,3.0,2.0,,
STU0260,10-10-2023,0.0,2.0,95%,
STU0260,10/17/2023,0.0,3.0,0.87,
STU0260,"October 24, 2023",0.0,,,
STU0260,"October 31, 2023",2.0,,,
STU0260,07 Nov 2023,2.0,3.0,0.93,
STU0260,2023-11-14,2.0,2.0,,
STU0260,11-21-2023,0.0,,63%,
STU0260,11/28/2023,1.0,3.0,41%,
STU0260,2023-12-12,1.0,2.0,,
STU0260,19 Dec 2023,3.0,3.0,42%,
STU0260,12/26/2023,3.0,2.0,80%,
STU0260,01/02/2024,0.0,2.0,,
STU0260,09 Jan 2024,0.0,2.0,44%,
STU0260,2024-01-16,3.0,2.0,0.71,
STU0156,05 Sep 2023,0.0,3.0,0.98,
STU0156,2023-09-12,3.0,3.0,77%,unexcused
STU0156,09/19/2023,0.0,2.0,,
STU0156,"September 26, 2023",3.0,3.0,,
STU0156,"October 03, 2023",1.0,3.0,87%,unexcused
STU0156,2023-10-10,3.0,2.0,0.7,family emergency
STU0156,10/17/2023,0.0,,,
STU0156,"October 24, 2023",0.0,2.0,,
STU0156,10-31-2023,0.0,2.0,0.71,
STU0156,"November 07, 2023",1.0,3.0,89%,
STU0156,2023-11-14,3.0,3.0,81%,
STU0156,21 Nov 2023,0.0,3.0,70%,
STU0156,2023-11-28,1.0,,51%,
STU0156,"December 05, 2023",3.0,2.0,,family emergency
STU0156,2023-12-12,2.0,2.0,0.79,
STU0156,12/19/2023,1.0,,,
STU0156,26 Dec 2023,0.0,3.0,,
STU0156,02 Jan 2024,2.0,2.0,90%,
STU0156,09 Jan 2024,2.0,,76%,
STU0156,16 Jan 2024,3.0,2.0,42%,
STU0220,"September 05, 2023",3.0,2.0,76%,
STU0220,2023-09-12,2.0,3.0,,
STU0220,"September 26, 2023",3.0,3.0,,
STU0220,"October 03, 2023",1.0,3.0,72%,
STU0220,10 Oct 2023,0.0,2.0,73%,
STU0220,"October 17, 2023",1.0,2.0,,
STU0220,31 Oct 2023,3.0,2.0,,excused
STU0220,"November 07, 2023",0.0,,76%,
STU0220,2023-11-14,3.0,3.0,,
STU0220,11/21/2023,0.0,2.0,76%,
STU0220,"November 28, 2023",2.0,3.0,,
STU0220,05 Dec 2023,1.0,2.0,0.62,
STU0220,12 Dec 2023,2.0,2.0,,sick
STU0220,12-26-2023,3.0,2.0,0.98,
STU0220,2024-01-02,0.0,3.0,,
STU0220,01/09/2024,0.0,3.0,,
STU0220,01/16/2024,,3.0,94%,
STU0080,09-05-2023,3.0,3.0,0.72,sick
STU0080,2023-09-12,3.0,2.0,90%,
STU0080,09-19-2023,0.0,2.0,,
STU0080,09-26-2023,0.0,2.0,40%,
STU0080,2023-10-03,2.0,3.0,79%,
STU0080,10 Oct 2023,0.0,,0.57,excused
STU0080,10-17-2023,0.0,2.0,,
STU0080,10/24/2023,3.0,2.0,0.84,
STU0080,10-31-2023,0.0,2.0,,
STU0080,"November 07, 2023",1.0,2.0,0.65,
STU0080,2023-11-14,0.0,3.0,,
STU0080,2023-11-28,0.0,3.0,,unexcused
STU0080,2023-12-05,2.0,3.0,91%,
STU0080,12 Dec 2023,0.0,3.0,,
STU0080,2023-12-19,3.0,3.0,,excused
STU0080,12/26/2023,,2.0,,
STU0080,02 Jan 2024,3.0,2.0,,family emergency
STU0080,2024-01-09,1.0,2.0,48%,
STU0201,"September 05, 2023",,2.0,0.42,
STU0201,"September 12, 2023",0.0,3.0,,
STU0201,09/19/2023,0.0,2.0,0.49,
STU0201,26 Sep 2023,2.0,3.0,0.47,
STU0201,03 Oct 2023,0.0,3.0,71%,sick
STU0201,"October 10, 2023",,3.0,,
STU0201,"October 17, 2023",0.0,2.0,,
STU0201,10-24-2023,2.0,3.0,,
STU0201,10-31-2023,3.0,2.0,91%,
STU0201,11/21/2023,3.0,,0.52,
STU0201,11/28/2023,,2.0,45%,
STU0201,"December 12, 2023",0.0,2.0,,
STU0201,12-26-2023,2.0,3.0,,
STU0201,2024-01-02,3.0,3.0,53%,
STU0201,01-09-2024,3.0,3.0,,unexcused
STU0201,16 Jan 2024,3.0,2.0,,
STU0293,05 Sep 2023,3.0,2.0,,unexcused
STU0293,"September 12, 2023",3.0,2.0,48%,unexcused
STU0293,19 Sep 2023,3.0,2.0,0.66,
STU0293,09-26-2023,,2.0,46%,
STU0293,10/03/2023,1.0,3.0,,
STU0293,2023-10-10,3.0,3.0,,
STU0293,10-17-2023,3.0,2.0,,family emergency
STU0293,10/24/2023,1.0,3.0,0.83,
STU0293,2023-10-31,3.0,2.0,,
STU0293,2023-11-07,1.0,2.0,,
STU0293,2023-11-14,3.0,3.0,,
STU0293,11-21-2023,1.0,3.0,40%,excused
STU0293,28 Nov 2023,1.0,3.0,100%,sick
STU0293,12-05-2023,3.0,3.0,0.53,
STU0293,"December 12, 2023",2.0,2.0,,
STU0293,12-19-2023,0.0,2.0,95%,
STU0293,"December 26, 2023",2.0,2.0,,
STU0293,2024-01-09,2.0,3.0,0.41,
STU0293,01/16/2024,1.0,3.0,,family emergency
STU0109,05 Sep 2023,0.0,2.0,,
STU0109,"September 12, 2023",,2.0,0.45,
STU0109,09-19-2023,3.0,3.0,,
STU0109,26 Sep 2023,1.0,2.0,94%,family emergency
STU0109,"October 10, 2023",1.0,3.0,66%,sick
STU0109,17 Oct 2023,2.0,3.0,62%,
STU0109,2023-10-24,,3.0,,
STU0109,31 Oct 2023,3.0,,56%,
STU0109,11-07-2023,0.0,2.0,,unexcused
STU0109,2023-11-14,0.0,2.0,79%,
STU0109,21 Nov 2023,0.0,3.0,,
STU0109,2023-11-28,1.0,2.0,,family emergency
STU0109,"December 05, 2023",3.0,3.0,0.49,
STU0109,12-12-2023,2.0,3.0,,
STU0109,12/26/2023,2.0,3.0,,
STU0109,01-02-2024,2.0,2.0,,
STU0109,2024-01-09,3.0,3.0,,
STU0109,16 Jan 2024,2.0,2.0,97%,
STU0132,2023-09-05,1.0,3.0,,
STU0132,09/12/2023,1.0,,,
STU0132,19 Sep 2023,3.0,,,
STU0132,2023-09-26,,2.0,0.7,sick
STU0132,03 Oct 2023,0.0,2.0,0.68,
STU0132,"October 10, 2023",0.0,2.0,,
STU0132,"October 17, 2023",,3.0,77%,
STU0132,24 Oct 2023,2.0,2.0,,excused
STU0132,31 Oct 2023,0.0,2.0,,
STU0132,07 Nov 2023,1.0,2.0,68%,excused
STU0132,14 Nov 2023,,2.0,0.81,
STU0132,11-21-2023,0.0,2.0,,family emergency
STU0132,2023-11-28,1.0,2.0,98%,
STU0132,05 Dec 2023,1.0,2.0,,
STU0132,12 Dec 2023,2.0,3.0,0.55,
STU0132,"December 19, 2023",1.0,2.0,40%,
STU0132,12/26/2023,0.0,3.0,89%,
STU0132,"January 02, 2024",3.0,2.0,,sick
STU0132,2024-01-09,0.0,3.0,,unexcused
STU0132,01-16-2024,0.0,,,
STU0191,05 Sep 2023,3.0,2.0,,
STU0191,12 Sep 2023,,2.0,94%,
STU0191,09/19/2023,2.0,3.0,47%,
STU0191,09/26/2023,1.0,,,
STU0191,10-03-2023,2.0,3.0,1.0,
STU0191,10-10-2023,0.0,3.0,,family emergency
STU0191,17 Oct 2023,3.0,3.0,,
STU0191,24 Oct 2023,2.0,2.0,0.67,
STU0191,31 Oct 2023,0.0,3.0,90%,
STU0191,2023-11-07,2.0,2.0,0.89,
STU0191,11/14/2023,3.0,2.0,0.86,
STU0191,2023-11-21,3.0,,66%,
STU0191,28 Nov 2023,3.0,,87%,
STU0191,2023-12-05,1.0,2.0,54%,
STU0191,12/12/2023,3.0,2.0,,family emergency
STU0191,12-19-2023,1.0,3.0,0.47,
STU0191,2023-12-26,3.0,3.0,0.66,family emergency
STU0191,02 Jan 2024,1.0,2.0,77%,
STU0191,01-09-2024,2.0,2.0,68%,sick
STU0191,2024-01-16,0.0,,91%,
STU0006,09-05-2023,2.0,3.0,0.64,
STU0006,09/19/2023,,3.0,0.84,
STU0006,09/26/2023,,3.0,,
STU0006,2023-10-03,,3.0,81%,
STU0006,10-10-2023,,3.0,,excused
STU0006,17 Oct 2023,3.0,2.0,40%,
STU0006,"October 24, 2023",3.0,3.0,88%,
STU0006,2023-10-31,1.0,2.0,44%,unexcused
STU0006,07 Nov 2023,,,67%,
STU0006,2023-11-14,2.0,2.0,46%,
STU0006,2023-11-21,,3.0,0.74,
STU0006,"November 28, 2023",1.0,2.0,0.42,
STU0006,2023-12-05,2.0,,0.8,excused
STU0006,12-12-2023,1.0,2.0,0.79,excused
STU0006,"December 19, 2023",2.0,3.0,53%,
STU0006,"December 26, 2023",3.0,2.0,67%,unexcused
STU0006,"January 02, 2024",2.0,3.0,0.68,
STU0006,01/09/2024,3.0,3.0,,family emergency
STU0006,01-16-2024,0.0,3.0,,
STU0281,2023-09-05,2.0,3.0,,sick
STU0281,09-12-2023,3.0,3.0,,
STU0281,"September 19, 2023",2.0,2.0,85%,
STU0281,26 Sep 2023,0.0,3.0,0.82,
STU0281,10/03/2023,2.0,3.0,,
STU0281,10-10-2023,3.0,2.0,,
STU0281,10/17/2023,,2.0,0.45,
STU0281,24 Oct 2023,1.0,2.0,79%,
STU0281,07 Nov 2023,2.0,2.0,58%,
STU0281,14 Nov 2023,3.0,3.0,,
STU0281,11/21/2023,1.0,3.0,,
STU0281,"November 28, 2023",2.0,2.0,81%,family emergency
STU0281,2023-12-05,3.0,2.0,0.93,
STU0281,12 Dec 2023,0.0,,,
STU0281,2023-12-19,1.0,3.0,,
STU0281,12-26-2023,0.0,,44%,
STU0281,"January 02, 2024",,2.0,,excused
STU0281,01/16/2024,0.0,3.0,,
STU0071,"September 05, 2023",0.0,2.0,52%,
STU0071,09-12-2023,1.0,2.0,,
STU0071,"September 19, 2023",0.0,,0.59,excused
STU0071,09/26/2023,0.0,3.0,48%,
STU0071,"October 03, 2023",0.0,2.0,,unexcused
STU0071,2023-10-10,1.0,3.0,64%,
STU0071,2023-10-17,0.0,3.0,,
STU0071,10/24/2023,0.0,,98%,
STU0071,10/31/2023,,3.0,0.6,family emergency
STU0071,2023-11-07,1.0,3.0,,
STU0071,"November 14, 2023",2.0,3.0,0.99,
STU0071,11-21-2023,3.0,3.0,72%,
STU0071,28 Nov 2023,1.0,2.0,0.62,
STU0071,2023-12-05,2.0,,92%,family emergency
STU0071,"December 12, 2023",3.0,2.0,80%,
STU0071,2023-12-19,3.0,,,
STU0071,12/26/2023,1.0,2.0,0.73,
STU0071,01/02/2024,2.0,,,
STU0071,01/09/2024,2.0,2.0,,
STU0071,16 Jan 2024,1.0,2.0,99%,
STU0273,05 Sep 2023,0.0,3.0,,
STU0273,"September 12, 2023",2.0,3.0,0.45,
STU0273,09-19-2023,2.0,3.0,,
STU0273,"September 26, 2023",,2.0,,
STU0273,"October 03, 2023",0.0,2.0,,unexcused
STU0273,"October 10, 2023",0.0,3.0,98%,
STU0273,2023-10-17,2.0,2.0,,
STU0273,"October 24, 2023",,2.0,66%,family emergency
STU0273,2023-10-31,0.0,2.0,54%,
STU0273,2023-11-07,1.0,2.0,86%,
STU0273,11-14-2023,2.0,3.0,0.51,
STU0273,11-21-2023,1.0,2.0,,excused
STU0273,28 Nov 2023,0.0,3.0,0.57,
STU0273,12/05/2023,2.0,,1.0,
STU0273,12-12-2023,2.0,2.0,0.59,
STU0273,"December 26, 2023",3.0,2.0,0.46,
STU0273,02 Jan 2024,1.0,3.0,97%,
STU0273,2024-01-09,3.0,2.0,0.85,
STU0052,09-05-2023,0.0,2.0,0.8,
